title,company,link,c_,l_,posted_date,applications,job_modality,f_p_time,job_responsibility,job_skills,job_salary,scraped_on
Junior Data Test Engineer,Yorkshire Building Society,https://www.linkedin.com/company/yorkshire-building-society/life,Yorkshire Building Society,"Leeds, Inglaterra, Reino Unido",hace 2 semanas,Más de 100 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Algo de responsabilidad,"Atención al detalle, Casos de prueba, Diseño de prueba, Estrategias de mitigación, Ingeniería de pruebas, Planificación de pruebas, Pruebas de regresión, Pruebas de software, Pruebas del sistema y Pruebas manuales",25.000 £/yr,2024-03-10
Data Engineer,Virgin Media O2,https://www.linkedin.com/company/virgin-media-o2/life,Virgin Media O2,"Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 2 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Bases de datos, Ciencia de datos y Python, Almacenamiento de datos, Analítica, Ciencias de la computación, Extraer, transformar y cargar (ETL), Google BigQuery, Ingeniería de datos  y Modelado de datos",,2024-03-10
Data Engineer,La Fosse,https://www.linkedin.com/company/la-fosse/life,La Fosse,"Gran Londres, Inglaterra, Reino Unido",hace 2 semanas,Más de 100 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Intermedio,"Bases de datos y SQL, Microsoft Excel",35.000 £/yr,2024-03-10
Data Engineer,Protein Works,https://www.linkedin.com/company/protein-works/life,Protein Works,"Runcorn, Inglaterra, Reino Unido",Publicado de nuevo hace 1 semana,Más de 100 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Microsoft Power BI, Python y Tableau, C#, Canalizaciones de datos, Google Analytics, Google Cloud , Hojas de cálculo de Google, JavaScript, Microsoft Excel, Multitarea y Obtención de requisitos",,2024-03-10
Data Engineer,Immediate Media Co,https://www.linkedin.com/company/immediate-media-co-/life,Immediate Media Co,"Londres y alrededores, Reino Unido",hace 3 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Bases de datos, Ciencia de datos y Resolución de problemas, Almacenamiento de datos, Calidad de datos, Extraer, transformar y cargar (ETL), Ingeniería de datos , Modelado de datos y Necesidades empresariales",,2024-03-10
Data Engineer,UK Research and Innovation,https://www.linkedin.com/company/uk-research-innovation/life,UK Research and Innovation,"Swindon, Inglaterra, Reino Unido",hace 2 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Algo de responsabilidad,"Bases de datos y Ciencia de datos, Almacenamiento de datos, Arquitectura de datos, Calidad de datos, Diseño de informes, Extraer, transformar y cargar (ETL), Ingeniería de datos , Lenguaje de consulta (query) y Modelado de datos",,2024-03-10
Data Engineer,H2GO Power,https://www.linkedin.com/company/h2go-power/life,H2GO Power,"Gran Londres, Inglaterra, Reino Unido",hace 4 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"SQL, Almacenamiento de energía, Canalizaciones de datos, Eventos, Grafana, Memoria de datos, NoSQL, Pytest, SciPy y Skill Development",,2024-03-10
Data Engineer,Women in Data®,https://www.linkedin.com/company/womenindata/life,Women in Data®,"City Of Bristol, Inglaterra, Reino Unido",hace 1 semana,56 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Bases de datos y Ciencia de datos, Almacenamiento de datos, Apache Kafka, Container Orchestration, Extraer, transformar y cargar (ETL), Google Cloud  y Ingeniería de datos",,2024-03-10
Data Engineer,The Ortus Group - Europe,https://www.linkedin.com/company/theortusgroupeurope/life,The Ortus Group - Europe,Reino Unido,hace 4 días,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"MySQL y Python, Amazon Web Services (AWS), Arquitectura de datos, Azure Databricks, Docker, Java, Microsoft Azure, PostgreSQL y Snowflake",,2024-03-10
Security Cleared Certified GCP Data Engineer/Architect - Long Term Projects - Remote Working,Energy Jobline,https://www.linkedin.com/company/energy-jobline/life,Energy Jobline,"Londres, Inglaterra, Reino Unido",hace 2 días,0 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Bases de datos y Ciencia de datos, Almacenamiento de datos, Big data, Buena práctica clínica, Extraer, transformar y cargar (ETL), Google Cloud , Hive, Hojas de estilos en cascada (CSS) y Ingeniería de datos",,2024-03-10
Data Centre Engineer,iomart,https://www.linkedin.com/company/iomart/life,iomart,"Londres, Inglaterra, Reino Unido",hace 1 semana,8 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Bases de datos y Ciencia de datos, Almacenamiento de datos, Extraer, transformar y cargar (ETL), Ingeniería de datos  y Resolución de incidencias",,2024-03-10
Data Engineer - £150k-£200k TC,Saragossa,https://www.linkedin.com/company/saragossa/life,Saragossa,"Gran Londres, Inglaterra, Reino Unido",hace 5 días,Más de 100 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Algo de responsabilidad,"Python, Apache Spark, C#, Canalizaciones de datos, Extraer, transformar y cargar (ETL), Hive, Ingeniería de datos , Scala, Snowflake cloud y Streaming de datos",,2024-03-10
Data Engineer,Profiles by Kantar,https://www.linkedin.com/company/profiles-by-kantar/life,Profiles by Kantar,Reino Unido,Publicado de nuevo hace 4 semanas,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Algo de responsabilidad,"Python y SQL, Amazon Redshift, Amazon Web Services (AWS), Apache Kafka, Control de versiones, Ingeniería de datos , Pruebas de software, Pruebas del sistema y kafka-tools",33.000 £/año - 55.000 £/año,2024-03-10
Data Engineer,Talent,https://www.linkedin.com/company/talent/life,Talent,"Sussex Occidental, Inglaterra, Reino Unido",hace 2 semanas,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Contrato por obraCoincide con tus preferencias de empleo. El tipo de empleo es Contrato por obra.,Contrato por obraCoincide con tus preferencias de empleo. El tipo de empleo es Contrato por obra.,"Analítica de datos, Bases de datos y Ciencia de datos, Almacenamiento de datos, Extracción de datos, Extraer, transformar y cargar (ETL), Ingeniería de datos , Modelado de datos, Snowflake y Snowflake cloud",,2024-03-10
Data Engineer,Quantexa,https://www.linkedin.com/company/quantexa/life,Quantexa,"Liverpool, Inglaterra, Reino Unido",hace 1 semana,Más de 100 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Ciencia de datos, Almacenamiento de datos, Analítica, Apache Spark, Big data, Elasticsearch, Entorno Agile, Extraer, transformar y cargar (ETL), Hadoop y Ingeniería de datos",,2024-03-10
"Data Engineer, Scala/ Python",UBS,https://www.linkedin.com/company/ubs/life,UBS,"Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 1 semana,Más de 100 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Analítica de datos, Almacenamiento de datos, Azure Data Factory, Azure Databricks, Lagos de datos, Microsoft Azure, Minería de datos, Oracle Application Development Framework, Scala y Sistema de gestión de bases de datos relacionales",,2024-03-10
Data Visualization Engineer,Templeton and Partners - Tech Recruitment,https://www.linkedin.com/company/templeton-recruitment/life,Templeton and Partners - Tech Recruitment,"Inglaterra, Reino Unido",hace 7 meses,36 solicitudes,Contrato por obraCoincide con tus preferencias de empleo. El tipo de empleo es Contrato por obra.,Sin experiencia,Sin experiencia,"Analítica de datos, Ciencia de datos, Visualización y Visualización de datos, Analítica, D3.js, Hojas de estilos en cascada (CSS), Ingeniería de datos , Minería de datos y Teoría del color",,2024-03-10
"Analytics Engineer, Sales",Deel,https://www.linkedin.com/company/deel/life,Deel,"Europa, Oriente Medio y África",Publicado de nuevo hace 1 mes,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Capacidad de análisis, Ciencia de datos y Comunicación, Control de versiones, Fiabilidad, GitLab, Herramientas de control de versiones, Ingeniería de datos , Modelado de datos y Panel de control",,2024-03-10
Diagnostics and Data Analysis Engineer,ClickJobs.io,https://www.linkedin.com/company/clickjobsio/life,ClickJobs.io,"Municipio de Brentwood, Inglaterra, Reino Unido",hace 1 día,2 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Analítica de datos, Análisis de datos, Ciencia de datos, Inglés, Resolución de problemas y Visualización de datos, Conocimientos comerciales, Estadística, Extraer, transformar y cargar (ETL) y Modelado de datos",,2024-03-10
Data Science Engineer,ONI,https://www.linkedin.com/company/onibio/life,ONI,"Oxford, Inglaterra, Reino Unido",hace 2 semanas,63 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Ciencia de datos, Ciencias de la computación, Desarrollo de software, Extraer, transformar y cargar (ETL), Informática de alto rendimiento, Ingeniería de datos , Microscopio de fluorescencia, Optimising, Reconocimiento de patrones y Super-resolution",,2024-03-10
Data Engineer,Cera,https://www.linkedin.com/company/ceracare/life,Cera,"Gran Londres, Inglaterra, Reino Unido",hace 1 día,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Bases de datos y SQL, Aplicaciones en la nube, Canalizaciones de datos, Datasets, Extraer, transformar y cargar (ETL), Fast Healthcare Interoperability Resources (FHIR), Google Cloud , Infraestructura en la nube, Ingeniería de datos  y Structured Data",,2024-03-10
Data Engineer,Future Work,https://www.linkedin.com/company/hello-future-work/life,Future Work,"Reading, Inglaterra, Reino Unido",hace 2 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Intermedio,"Python, Java y Scala",70.000 £/año - 90.000 £/año,2024-03-10
Data Engineer,Matalan,https://www.linkedin.com/company/matalan/life,Matalan,"Liverpool, Inglaterra, Reino Unido",Publicado de nuevo hace 2 semanas,Más de 100 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Bases de datos, Ciencia de datos y Resolución de problemas, Atención al detalle, Calidad de datos, Extraer, transformar y cargar (ETL), Google Cloud , Ingeniería de datos , Lenguaje de consulta (query) y Panel de control",,2024-03-10
Data Engineer,Smart Pension,https://www.linkedin.com/company/smart-pension/life,Smart Pension,Reino Unido,hace 3 semanas,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Amazon Redshift, Box Cloud, Canalizaciones de datos, Extraer, transformar y cargar (ETL), Ingeniería de datos , Jubilación, Matillion ETL, Skill Development, Snowflake y Snowflake cloud",,2024-03-10
Data Engineer,Apprilis,https://www.linkedin.com/company/apprilis/life,Apprilis,"Inglaterra, Reino Unido",hace 1 semana,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Contrato por obraCoincide con tus preferencias de empleo. El tipo de empleo es Contrato por obra.,Algo de responsabilidad,"Almacenamiento de datos, Asesoramiento y orientación, Clearances, Engagements, Experiencia laboral, Ingeniería, Resiliencia, SC Clearance y Skill Development",,2024-03-10
Data Engineer,Harrods,https://www.linkedin.com/company/harrods/life,Harrods,"Hammersmith, Inglaterra, Reino Unido",hace 1 día,52 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Bases de datos, Ciencia de datos, Comunicación y Comunicación interpersonal, Apache Spark, Calidad de datos, Ingeniería de datos , Modelado de datos, PySpark y Sistemas de bases de datos",,2024-03-10
